70.841419468179083,627
71.465162221080391,637
72.088846702012233,656
72.7124729153038,636
73.336040865291579,633
73.959550556286558,633
74.583001992632489,643
75.206395178647654,660
75.829730118664884,669
76.453006817009737,654
77.0762252780114,637
77.699385505991813,629
78.322487505287427,623
78.94553128021289,630
79.568516835101036,632
80.19144417428106,627
80.814313302071241,631
81.437124222800776,632
82.059876940787944,638
82.682571460372856,658
83.305207785862876,668
83.927785921590839,668
84.5503058718823,649
85.172767641062819,639
85.795171233450674,630
86.417516653367784,631
87.0398039051397,626
87.662032993092,628
88.284203921542939,631
88.906316694818088,629
89.528371317239362,636
90.1503677931214,636
90.772306126797048,646
91.394186322580936,656
92.016008384798624,663
92.637772317764757,642
93.259478125801252,632
93.88112581322639,643
94.502715384373,653
95.124246843548462,645
95.745720195071044,641
96.367135443262669,633
96.988492592448893,632
97.609791646948,627
98.231032611063711,633
98.8522154891325,637
99.473340285458107,642
100.09440700436244,639
100.71541565017469,630
101.33636622719132,631
101.9572587397488,628
102.57809319214357,627
103.19886958871211,624
103.81958793376543,628
104.44024823161089,636
105.06085048656678,633
105.681394702955,640
106.30188088508658,649
106.92230903726886,659
107.54267916383469,655
108.16299126908416,645
108.78324535733555,636
109.40344143289985,627
110.02357950009537,628
110.64365956323309,623
111.26368162662402,624
111.88364569458645,624
112.50355177142774,621
113.12339986145889,624
113.74318996900183,626
114.36292209835665,630
114.98259625383798,638
115.60221243976775,641
116.22177066044605,637
116.84127092018389,637
117.46071322329954,638
118.08009757408945,636
118.69942397687191,631
119.31869243596157,630
119.93790295566941,629
120.55705554028827,632
121.17615019414006,627
121.79518692153579,633
122.41416572677554,635
123.03308661417032,643
123.65194958802749,649
124.27075465266171,634
124.88950181236942,630
125.50819107146162,629
126.12682243425297,631
126.74539590504719,630
127.36391148814437,629
127.98236918785551,633
128.600769008488,633
129.21911095433825,639
129.8373950297173,634
130.45562123893615,635
131.07378958629852,629
131.6919000761045,637
132.30995271265783,633
132.92794750026223,630
133.54588444322508,632
134.16376354585373,629
134.78158481244827,627
135.39934824730153,631
136.01705385473542,627
136.63470163903548,631
137.25229160451636,631
137.8698237554745,638
138.48729809620636,634
139.10471463102658,644
139.72207336422798,638
140.33937430011065,637
140.95661744297831,632
141.5738027971347,631
142.19093036687627,631
142.80800015650675,630
143.42501217031895,629
144.04196641262024,633
144.65886288771071,635
145.2757015998759,635
145.89248255343045,633
146.50920575265991,638
147.12587120187527,634
147.74247890536935,637
148.35902886743861,638
148.97552109237586,631
149.59195558449574,633
150.20833234807287,633
150.82465138741827,636
151.44091270682839,643
152.05711631059239,628
152.67326220301038,636
153.28935038837881,641
153.90538087099412,641
154.52135365514914,644
155.13726874514032,633
155.75312614526047,640
156.36892585980604,635
156.98466789307349,632
157.600352249352,629
158.21597893294165,634
158.831547948128,636
159.44705929920747,637
160.06251299047653,633
160.67790902622073,633
161.29324741074379,632
161.90852814833124,633
162.52375124327227,639
163.13891669986333,639
163.75402452239723,632
164.36907471515951,628
164.98406728244663,633
165.59900222854412,633
166.2138795577448,631
166.82869927433785,634
167.44346138261972,635
168.05816588687594,636
168.67281279139206,635
169.28740210046089,632
169.90193381837526,632
170.51640794941341,630
171.1308244978718,637
171.74518346803961,632
172.35948486420239,631
172.9737286906493,628
173.58791495166224,630
174.20204365153404,635
174.81611479455751,632
175.430128385,625
176.04408442716885,631
176.65798292534237,635
177.27182388379879,632
177.88560730683457,635
178.49933319873526,639
179.11300156377183,637
179.72661240625166,645
180.34016573043846,639
180.95366154062867,634
181.56709984110785,626
182.18048063615061,635
182.79380393004976,632
183.40706972707994,629
184.02027803153396,634
184.63342884768645,629
185.24652217982293,635
185.85955803222896,642
186.47253640917916,639
187.08545731496633,640
187.69832075386876,632
188.31112673016105,631
188.92387524812875,635
